time,Date_Time,3:Temperature_Comedor_Sensor,4:Temperature_Habitacion_Sensor,5:Weather_Temperature,6:CO2_Comedor_Sensor,7:CO2_Habitacion_Sensor,8:Humedad_Comedor_Sensor,9:Humedad_Habitacion_Sensor,10:Lighting_Comedor_Sensor,11:Lighting_Habitacion_Sensor,12:Precipitacion,13:Meteo_Exterior_Crepusculo,14:Meteo_Exterior_Viento,15:Meteo_Exterior_Sol_Oest,16:Meteo_Exterior_Sol_Est,17:Meteo_Exterior_Sol_Sud,18:Meteo_Exterior_Piranometro,19:Exterior_Entalpic_1,20:Exterior_Entalpic_2,21:Exterior_Entalpic_turbo,22:Temperature_Exterior_Sensor,23:Humedad_Exterior_Sensor,24:Day_Of_Week
439,2012-03-18 01:30:00,20.4233,20.0,15.0,203.296,207.136,42.208,44.1253,11.5887,13.1027,0.0,0.65,1.12,0.0,0.0,0.0,-3.4466699999999997,0,0,0,16.6967,48.1867,7.0
440,2012-03-18 01:45:00,20.3433,19.9493,15.0,202.65599999999998,206.67700000000002,41.9733,43.88,11.6053,13.1347,0.0,0.6940000000000001,1.2,0.0,0.0,0.0,-3.4466699999999997,0,0,0,16.644000000000002,47.76,7.0
441,2012-03-18 02:00:00,20.2673,19.8933,15.0,202.549,205.653,41.93600000000001,43.7173,11.4427,13.6067,0.0,0.65,0.966667,0.0,0.0,0.0,-3.38133,0,0,0,16.5807,47.4693,7.0
442,2012-03-18 02:15:00,20.1793,19.7733,15.0,202.315,204.64,41.76,43.6267,11.524000000000001,13.184000000000001,0.0,0.65,0.878,0.0,0.0,0.0,-3.512,0,0,0,16.5007,47.2507,7.0
443,2012-03-18 02:30:00,20.096,19.74,15.0,201.035,204.672,41.6933,43.512,11.7847,12.6147,0.0,0.65,1.16867,0.0,0.0,0.0,-3.38133,0,0,0,16.3933,47.2347,7.0
444,2012-03-18 02:45:00,20.0233,19.65,15.0,200.267,203.296,41.663999999999994,43.4773,11.524000000000001,13.6067,0.0,0.65,1.334,0.0,0.0,0.0,-3.4466699999999997,0,0,0,16.304000000000002,47.1653,7.0
445,2012-03-18 03:00:00,19.9293,19.5467,15.0,200.96,202.78400000000002,41.5813,43.29600000000001,11.6053,13.3467,0.0,0.65,1.088,0.0,0.0,0.0,-3.512,0,0,0,16.2067,47.2827,7.0
446,2012-03-18 03:15:00,19.852,19.477999999999998,15.0,200.58700000000002,202.02700000000002,41.6373,43.1653,11.622,13.0213,0.0,0.65,1.05667,0.0,0.0,0.0,-3.3160000000000003,0,0,0,16.0947,47.4107,7.0
447,2012-03-18 03:30:00,19.7693,19.4033,15.0,199.71200000000002,201.739,41.912,43.312,11.4427,12.874,0.0,0.65,1.2486700000000002,0.0,0.0,0.0,-3.38133,0,0,0,15.892000000000001,48.0827,7.0
448,2012-03-18 03:45:00,19.6713,19.3153,15.0,199.872,202.667,41.8427,43.3893,11.524000000000001,13.5093,0.0,0.65,1.696,0.0,0.0,0.0,-3.4466699999999997,0,0,0,15.618,48.7387,7.0
449,2012-03-18 04:00:00,19.5687,19.204,15.0,199.37099999999998,200.99200000000002,41.8507,43.343999999999994,11.6867,13.3467,0.0,0.65,1.26867,0.0,0.0,0.0,-3.512,0,0,0,15.3787,49.24,7.0
450,2012-03-18 04:15:00,19.4567,19.1167,15.0,198.88,201.813,41.7307,43.303999999999995,11.524000000000001,12.9233,0.0,0.65,1.0113299999999998,0.0,0.0,0.0,-3.512,0,0,0,15.1833,49.6053,7.0
451,2012-03-18 04:30:00,19.3667,18.988,15.0,198.53900000000002,201.771,41.696000000000005,43.3253,11.6867,13.184000000000001,0.0,0.65,1.36733,0.0,0.0,0.0,-3.3160000000000003,0,0,0,15.0233,49.9493,7.0
452,2012-03-18 04:45:00,19.2673,18.8993,15.0,199.424,201.55700000000002,41.7733,43.3467,11.3447,12.012,0.0,0.65,1.19133,0.0,0.0,0.0,-3.25067,0,0,0,14.8673,50.32,7.0
453,2012-03-18 05:00:00,19.1653,18.8007,15.0,198.699,202.05900000000003,41.9787,43.3307,11.8827,13.8173,0.0,0.65,1.028,0.0,0.0,0.0,-3.25067,0,0,0,14.7167,50.6933,7.0
454,2012-03-18 05:15:00,19.0533,18.6707,15.0,198.645,202.293,42.056000000000004,43.3227,11.524000000000001,13.1027,0.0,0.65,0.924667,0.0,0.0,0.0,-3.38133,0,0,0,14.5533,51.0587,7.0
455,2012-03-18 05:30:00,18.9553,18.6,15.0,198.581,201.515,42.096000000000004,43.4053,11.5887,13.9147,0.0,0.87,0.42,0.0,0.0,0.0,-3.18533,0,0,0,14.3933,51.6187,7.0
456,2012-03-18 05:45:00,18.87,18.5007,15.0,198.81599999999997,201.46099999999998,42.216,43.416000000000004,11.622,13.184000000000001,0.0,5.880669999999999,0.0386667,0.0,0.0,0.0,-3.3160000000000003,0,0,0,14.2087,52.032,7.0
457,2012-03-18 06:00:00,18.77,18.3613,15.0,197.952,201.824,42.2427,43.4827,11.6053,13.3467,0.0,137.773,0.168,0.0,0.0,0.0,-3.38133,0,0,0,14.046,52.3493,7.0
458,2012-03-18 06:15:00,18.664,18.2667,15.0,198.4,201.269,42.29600000000001,43.5547,11.6867,14.9907,0.0,603.691,0.23333299999999998,0.0,939.008,71.68,0.06533330000000001,0,0,0,13.9133,52.6667,7.0
459,2012-03-18 06:30:00,18.566,18.18,15.0,198.315,200.65099999999998,42.3147,43.592,15.3127,22.8653,0.0,612.651,0.0,1584.13,6972.76,2343.94,13.264000000000001,0,0,0,13.7887,53.0347,7.0
460,2012-03-18 06:45:00,18.4827,18.09,15.0,197.888,201.525,42.391999999999996,43.6267,21.1647,21.6693,0.0,614.293,0.509333,7067.65,42087.8,11789.0,56.1853,0,0,0,13.718,53.4773,7.0
461,2012-03-18 07:00:00,18.3767,18.0127,15.0,198.571,201.077,42.3867,43.6347,20.8227,22.2093,0.0,616.043,0.677333,9332.74,53663.1,19823.3,95.1067,0,0,0,13.744000000000002,53.4213,7.0
462,2012-03-18 07:15:00,18.322,17.9267,15.0,198.549,201.003,42.4133,43.5893,21.1013,23.44,0.0,616.939,1.476,10736.0,62343.9,28685.7,142.859,0,0,0,13.8533,53.488,7.0
463,2012-03-18 07:30:00,18.278,17.88,15.0,198.67700000000002,200.832,42.4027,43.5467,21.0847,23.44,0.0,618.005,0.9033329999999999,11989.0,68498.8,37666.8,195.605,0,0,0,14.0593,52.3547,7.0
464,2012-03-18 07:45:00,18.2513,17.848,15.0,198.453,201.32299999999998,42.4213,43.528,20.9847,31.5853,0.0,619.1569999999999,1.71,13200.7,73796.3,46604.3,252.203,0,0,0,14.4153,50.7413,7.0
465,2012-03-18 08:00:00,18.282,17.852,15.0,198.891,200.875,42.4053,43.448,21.1487,44.968,0.0,619.883,1.248,14275.9,76480.5,54416.7,302.933,0,0,0,14.8213,50.1093,7.0
466,2012-03-18 08:15:00,18.3193,17.9067,15.0,199.285,200.533,42.3867,43.343999999999994,25.2673,53.8773,0.0,620.48,2.332,15086.3,77679.3,61601.1,353.10900000000004,0,0,0,15.2467,49.7253,7.0
467,2012-03-18 08:30:00,18.3867,17.9773,15.0,198.795,200.512,42.2933,43.1947,31.9067,80.9493,0.0,620.395,2.72267,15860.4,78118.9,68089.2,402.603,0,0,0,15.675999999999998,49.496,7.0
468,2012-03-18 08:45:00,18.518,18.0713,15.0,200.032,201.56799999999998,42.1413,42.9173,41.4347,94.976,0.0,620.779,2.12533,17421.7,77996.0,74244.1,452.032,0,0,0,16.072,49.1067,7.0
469,2012-03-18 09:00:00,18.6427,18.274,15.0,200.16,201.333,42.0,42.6027,43.8613,113.31700000000001,0.0,621.248,2.57,17831.9,79178.4,79566.2,497.10900000000004,0,0,0,16.448,48.7413,7.0
470,2012-03-18 09:15:00,18.8013,18.4667,15.0,200.34099999999998,201.13099999999997,41.96,42.343999999999994,51.2267,111.824,0.0,621.504,2.04667,16341.0,78785.2,84148.2,536.832,0,0,0,16.855999999999998,48.1813,7.0
471,2012-03-18 09:30:00,18.9927,18.6693,15.0,200.213,201.653,41.848,42.1147,51.5707,120.603,0.0,622.016,1.90467,15243.3,75983.5,89036.1,578.475,0,0,0,17.258,47.9867,7.0
472,2012-03-18 09:45:00,19.195999999999998,18.8907,15.0,200.917,201.632,41.976000000000006,41.9573,43.7707,122.77600000000001,0.0,622.187,2.24933,12419.8,64118.1,81674.9,525.424,0,0,0,17.6527,46.943999999999996,7.0
473,2012-03-18 10:00:00,19.4273,19.124000000000002,15.0,200.768,202.112,41.784,41.6667,67.1427,129.085,0.0,622.869,2.31067,11761.0,61042.7,87905.6,597.589,0,0,0,17.965999999999998,46.0267,7.0
474,2012-03-18 10:15:00,19.668,19.3593,15.0,201.739,202.4,41.6613,41.4587,80.3627,141.877,0.0,623.637,1.666,11580.1,58004.8,95475.0,682.752,0,0,0,18.3547,45.2693,7.0
475,2012-03-18 10:30:00,19.9133,19.612000000000002,15.0,201.55700000000002,202.581,41.4293,41.0387,81.344,142.4,0.0,623.68,2.6793299999999998,10835.3,46900.6,95491.4,710.528,0,0,0,18.7387,43.9413,7.0
476,2012-03-18 10:45:00,20.1853,19.896,15.0,202.005,203.21099999999998,40.8373,40.844,81.264,142.261,0.0,623.7230000000001,1.5373299999999999,10235.9,34757.3,95475.0,735.403,0,0,0,19.1587,43.1787,7.0
477,2012-03-18 11:00:00,20.4393,20.1787,15.0,202.21900000000002,203.06099999999998,40.4667,40.412,81.1813,142.88,0.0,624.32,1.4526700000000001,9741.31,24802.6,95540.6,758.7410000000001,0,0,0,19.5507,42.552,7.0
478,2012-03-18 11:15:00,20.7053,20.4807,15.0,201.92,203.61599999999999,40.0387,40.0307,81.1627,141.792,0.0,624.192,1.85467,9218.05,18419.0,95518.7,774.699,0,0,0,19.9687,41.9173,7.0
479,2012-03-18 11:30:00,20.968000000000004,20.74,15.0,202.13299999999998,203.584,39.8027,39.8147,81.3413,141.45600000000002,0.0,624.149,2.16667,9003.01,15330.0,95518.7,790.699,0,0,0,20.3593,41.2373,7.0
480,2012-03-18 11:45:00,21.2427,21.008000000000003,15.0,202.325,203.38099999999997,39.6493,39.792,86.19200000000001,142.32,0.0,623.7230000000001,2.09333,9382.91,13101.7,95496.9,801.877,0,0,0,20.7573,40.455999999999996,7.0
481,2012-03-18 12:00:00,21.5107,21.244,15.0,203.157,204.203,39.6307,39.5827,110.693,142.32,0.0,623.68,2.54,11093.7,10750.6,95496.9,809.813,0,0,0,21.116,39.7693,7.0
482,2012-03-18 12:15:00,21.8027,21.544,15.0,202.83700000000002,204.99200000000002,38.1187,39.0827,85.76799999999999,142.56,0.0,623.637,2.2680000000000002,14261.6,9848.83,95458.6,810.4960000000001,0,0,0,21.4987,38.628,7.0
483,2012-03-18 12:30:00,22.04,21.791999999999998,15.0,202.90099999999998,204.97099999999998,38.3253,38.8053,80.8427,142.96,0.0,623.68,2.12,19314.7,9977.86,95507.8,807.5089999999999,0,0,0,21.8747,37.824,7.0
484,2012-03-18 12:45:00,22.284000000000002,22.0333,15.0,202.645,205.12,37.3253,38.608000000000004,81.1627,116.84299999999999,0.0,623.339,3.20133,27338.1,9483.26,95453.2,804.821,0,0,0,22.236,36.632,7.0
485,2012-03-18 13:00:00,22.5053,22.232,15.0,202.933,204.843,37.5293,38.7027,80.9413,113.749,0.0,623.211,2.682,38150.1,8916.99,95458.6,793.685,0,0,0,22.5973,35.7333,7.0
486,2012-03-18 13:15:00,22.7253,22.4133,15.0,203.083,205.003,37.2253,38.068000000000005,80.9227,113.664,0.0,622.955,3.3986699999999996,51486.7,8888.32,95174.7,786.176,0,0,0,22.9813,33.0253,7.0
487,2012-03-18 13:30:00,22.951999999999998,22.608,15.0,203.50900000000001,204.99200000000002,36.604,37.9973,80.7627,112.917,0.0,621.931,3.214,64555.7,9103.36,91253.4,764.075,0,0,0,23.3493,33.816,7.0
488,2012-03-18 13:45:00,23.1547,22.7773,15.0,203.595,205.58900000000003,35.4707,37.9147,80.7813,111.32799999999999,0.0,621.76,3.14133,74809.3,9139.2,86813.4,743.7230000000001,0,0,0,23.7213,32.5293,7.0
489,2012-03-18 14:00:00,23.3453,22.924,15.0,203.18900000000002,205.46099999999998,34.8893,37.8307,81.0027,83.28,0.0,621.589,3.66733,83263.5,9225.22,81827.2,716.715,0,0,0,24.1267,31.788,7.0
490,2012-03-18 14:15:00,23.4933,23.0587,15.0,203.435,205.077,34.6267,37.7267,56.656000000000006,82.60799999999999,0.0,620.9490000000001,4.556,89970.0,9339.9,76371.3,686.421,0,0,0,24.4333,29.9693,7.0
491,2012-03-18 14:30:00,23.6413,23.1813,15.0,204.213,205.248,34.124,37.988,51.144,72.3067,0.0,620.48,4.748,92422.1,9540.61,69823.1,652.8,0,0,0,24.4307,27.304000000000002,7.0
492,2012-03-18 14:45:00,23.788,23.2613,15.0,203.21099999999998,203.989,31.7,36.2013,51.0613,52.88,0.0,620.437,4.75333,94213.5,9791.49,63012.9,619.5840000000001,0,0,0,24.5187,26.5627,7.0
493,2012-03-18 15:00:00,23.9027,23.368000000000002,15.0,202.752,204.77900000000002,30.7213,35.7933,41.3187,46.7333,0.0,620.437,3.842,93880.3,9698.3,55424.3,579.264,0,0,0,24.6267,28.112,7.0
494,2012-03-18 15:15:00,24.016,23.4227,15.0,203.41299999999998,204.93900000000002,30.748,35.992,41.43600000000001,40.7933,0.0,620.011,4.54133,91428.2,9081.86,47216.0,535.189,0,0,0,24.7013,26.4293,7.0
495,2012-03-18 15:30:00,24.0733,23.456,15.0,203.84,205.408,30.268,34.7947,31.0453,32.6547,0.0,619.669,3.42133,91302.6,8329.22,38722.2,490.155,0,0,0,24.4933,24.1,7.0
496,2012-03-18 15:45:00,24.128,23.5,15.0,202.528,205.472,29.9387,33.3707,24.0453,22.8833,0.0,619.5409999999999,4.747330000000001,90827.4,7870.46,30692.7,442.283,0,0,0,24.2827,23.0013,7.0
497,2012-03-18 16:00:00,24.191999999999997,23.511999999999997,15.0,203.49900000000002,205.248,30.1653,33.6693,20.6607,23.0627,0.0,619.2,4.8180000000000005,87457.8,7533.57,23509.7,393.045,0,0,0,23.9573,22.728,7.0
498,2012-03-18 16:15:00,24.191999999999997,23.504,15.0,202.528,204.832,28.5853,32.396,20.904,23.324,0.0,619.1569999999999,4.378,87435.9,7397.38,18162.3,342.037,0,0,0,23.7067,22.776,7.0
499,2012-03-18 16:30:00,24.184,23.484,15.0,202.507,204.768,28.224,32.04,20.741999999999997,23.2253,0.0,618.6030000000001,4.27867,81305.6,7132.16,14241.1,291.84,0,0,0,23.468000000000004,23.3413,7.0
500,2012-03-18 16:45:00,24.128,23.4773,15.0,202.283,204.96,27.9373,30.9627,20.9853,21.8027,0.0,618.56,4.096,78173.5,6831.1,11495.1,242.315,0,0,0,23.256,23.9147,7.0
501,2012-03-18 17:00:00,24.076,23.4333,15.0,201.771,204.949,27.7613,30.1373,20.7413,22.6853,0.0,618.048,3.7826699999999995,69727.6,6243.33,9454.59,192.832,0,0,0,23.0467,23.488000000000003,7.0
502,2012-03-18 17:15:00,24.008000000000003,23.375999999999998,15.0,202.53900000000002,204.149,27.5773,29.5947,20.921999999999997,23.028000000000002,0.0,617.877,3.444,59258.2,5139.46,7834.62,140.58700000000002,0,0,0,22.7973,23.3107,7.0
503,2012-03-18 17:30:00,23.9293,23.328000000000003,15.0,202.261,203.584,27.3973,29.668000000000003,21.002,23.0453,0.0,616.811,3.84067,3189.76,2551.81,2150.4,28.104,0,0,0,22.5693,23.5013,7.0
504,2012-03-18 17:45:00,23.8427,23.248,15.0,202.08,203.37099999999998,27.3707,30.2067,20.5613,23.1267,0.0,616.085,3.5213300000000003,2336.77,1885.18,1662.98,18.3287,0,0,0,22.3187,23.7227,7.0
505,2012-03-18 18:00:00,23.7573,23.1653,15.0,202.08,204.725,27.344,30.7907,12.3513,22.9467,0.0,615.957,3.11267,1519.62,766.9760000000001,731.1360000000001,8.186,0,0,0,22.0693,23.7413,7.0
506,2012-03-18 18:15:00,23.6547,23.088,15.0,202.507,204.768,27.3253,29.8547,11.425999999999998,13.542,0.0,615.381,3.3753300000000004,0.0,0.0,0.0,-1.392,0,0,0,21.8053,23.8293,7.0
507,2012-03-18 18:30:00,23.548000000000002,22.9787,15.0,202.293,203.797,27.084,29.676,11.5073,13.6387,0.0,218.165,2.95067,0.0,0.0,0.0,-3.9693300000000002,0,0,0,21.548000000000002,24.0973,7.0
508,2012-03-18 18:45:00,23.444000000000003,22.908,15.0,202.165,204.85299999999998,27.2373,29.884,11.2467,12.8747,0.0,9.56933,2.258,0.0,0.0,0.0,-4.034669999999999,0,0,0,21.2853,24.2387,7.0
509,2012-03-18 19:00:00,23.3667,22.811999999999998,15.0,202.507,204.93900000000002,27.2987,30.0093,11.23,13.2813,0.0,0.958,2.2319999999999998,0.0,0.0,0.0,-3.64267,0,0,0,21.0133,24.3547,7.0
510,2012-03-18 19:15:00,23.284000000000002,22.732,15.0,202.528,204.437,27.7253,30.171999999999997,11.328,12.76,0.0,0.65,1.60133,0.0,0.0,0.0,-3.9693300000000002,0,0,0,20.7853,24.6893,7.0
511,2012-03-18 19:30:00,23.1987,22.62,15.0,201.97299999999998,203.765,27.8693,30.176,11.4093,12.94,0.0,0.87,1.57067,0.0,0.0,0.0,-3.9693300000000002,0,0,0,20.5533,24.7373,7.0
512,2012-03-18 19:45:00,23.0933,22.5493,15.0,202.33599999999998,205.088,27.4587,29.8813,11.1653,12.8573,0.0,0.65,1.12067,0.0,0.0,0.0,-3.9693300000000002,0,0,0,20.324,24.7093,7.0
513,2012-03-18 20:00:00,22.991999999999997,22.436,15.0,202.197,204.18099999999998,27.5667,30.656,11.3113,13.184000000000001,0.0,0.65,1.47133,0.0,0.0,0.0,-3.7073300000000002,0,0,0,20.0947,26.3573,7.0
514,2012-03-18 20:15:00,22.9067,22.351999999999997,15.0,202.016,204.203,28.58,30.4213,11.1653,13.085999999999999,0.0,0.65,0.760667,0.0,0.0,0.0,-3.77333,0,0,0,19.8867,31.7573,7.0
515,2012-03-18 20:30:00,22.8147,22.272,15.0,202.43200000000002,205.387,29.7667,30.88,11.7033,13.0213,0.0,0.65,0.510667,0.0,0.0,0.0,-3.708,0,0,0,19.692,34.496,7.0
516,2012-03-18 20:45:00,22.7213,22.1627,15.0,202.549,205.6,30.7547,31.3613,11.524000000000001,12.94,0.0,0.65,0.096,0.0,0.0,0.0,-3.708,0,0,0,19.4847,35.7227,7.0
517,2012-03-18 21:00:00,22.6093,22.0693,15.0,202.05900000000003,205.109,31.6293,32.2387,11.328,13.5413,0.0,0.65,0.308667,0.0,0.0,0.0,-3.8386699999999996,0,0,0,19.2573,36.9253,7.0
518,2012-03-18 21:15:00,22.508000000000003,21.9787,15.0,202.048,205.66400000000002,32.2467,32.8507,11.3447,13.2813,0.0,0.65,0.31133299999999997,0.0,0.0,0.0,-3.9693300000000002,0,0,0,19.062,37.5907,7.0
519,2012-03-18 21:30:00,22.4013,21.86,15.0,202.581,205.984,32.8147,33.3027,11.6053,12.94,0.0,0.826,0.07200000000000001,0.0,0.0,0.0,-3.904,0,0,0,18.875999999999998,38.044000000000004,7.0
520,2012-03-18 21:45:00,22.2853,21.7853,15.0,201.76,205.888,33.788000000000004,34.032,11.524000000000001,13.1187,0.0,0.738,0.82,0.0,0.0,0.0,-3.8386699999999996,0,0,0,18.7247,39.14,7.0
521,2012-03-18 22:00:00,22.1987,21.668000000000003,15.0,202.4,205.312,34.0467,34.296,11.4093,12.94,0.0,0.65,0.5313329999999999,0.0,0.0,0.0,-3.8386699999999996,0,0,0,18.5247,39.0107,7.0
522,2012-03-18 22:15:00,22.0827,21.564,15.0,202.229,206.571,34.2947,34.6213,11.23,13.704,0.0,0.65,1.0233299999999999,0.0,0.0,0.0,-3.77333,0,0,0,18.274,37.571999999999996,7.0
523,2012-03-18 22:30:00,21.976,21.4293,15.0,201.984,206.06900000000002,33.7,34.3907,11.2467,13.1027,0.0,0.65,0.0,0.0,0.0,0.0,-3.64267,0,0,0,18.0367,35.4787,7.0
524,2012-03-18 22:45:00,21.8653,21.331999999999997,15.0,202.74099999999999,205.66400000000002,33.1973,34.1307,11.5073,12.76,0.0,0.65,0.0,0.0,0.0,0.0,-3.77333,0,0,0,17.7913,34.168,7.0
525,2012-03-18 23:00:00,21.7493,21.2053,15.0,202.709,206.62400000000002,33.0093,34.036,11.425999999999998,13.0213,0.0,0.65,0.321333,0.0,0.0,0.0,-3.77333,0,0,0,17.5287,32.4027,7.0
526,2012-03-18 23:15:00,21.6267,21.1067,15.0,201.90900000000002,205.365,33.0547,33.8347,11.524000000000001,13.0367,0.0,0.65,0.7246670000000001,0.0,0.0,0.0,-3.4466699999999997,0,0,0,17.3107,30.0493,7.0
527,2012-03-18 23:30:00,21.4827,20.951999999999998,15.0,202.27200000000002,205.451,32.3093,33.352,11.767999999999999,13.427999999999999,0.0,0.65,0.5986670000000001,0.0,0.0,0.0,-3.5773300000000003,0,0,0,17.105999999999998,29.0813,7.0
528,2012-03-18 23:45:00,21.3667,20.8267,15.0,202.005,204.203,32.4173,33.1173,11.524000000000001,13.184000000000001,0.0,0.65,0.672667,0.0,0.0,0.0,-3.64267,0,0,0,16.906,27.948,7.0
529,2012-03-19 00:00:00,21.24,20.728,15.0,201.355,204.555,31.936,32.7307,11.524000000000001,12.5167,0.0,0.65,0.578,0.0,0.0,0.0,-3.64267,0,0,0,16.7027,27.6733,6.6
530,2012-03-19 00:15:00,21.0907,20.5867,15.0,201.15200000000002,204.128,31.624000000000002,32.348,11.425999999999998,13.5413,0.0,0.65,0.534667,0.0,0.0,0.0,-3.25067,0,0,0,16.5213,27.5413,1.0
531,2012-03-19 00:30:00,20.968000000000004,20.46,15.0,200.128,203.285,31.2933,32.0213,11.328,13.0213,0.0,0.65,0.17600000000000002,0.0,0.0,0.0,-3.5773300000000003,0,0,0,16.317999999999998,27.86,1.0
532,2012-03-19 00:45:00,20.836,20.3333,15.0,200.725,203.989,30.7173,31.8173,11.622,13.2973,0.0,0.65,0.0413333,0.0,0.0,0.0,-3.512,0,0,0,16.1273,28.0867,1.0
533,2012-03-19 01:00:00,20.72,20.184,15.0,200.363,203.851,31.0107,31.8093,11.6053,13.184000000000001,0.0,0.65,0.0,0.0,0.0,0.0,-3.38133,0,0,0,15.966,28.0707,1.0
534,2012-03-19 01:15:00,20.6053,20.0513,15.0,200.267,202.955,31.4453,31.9227,11.524000000000001,13.184000000000001,0.0,0.65,0.170667,0.0,0.0,0.0,-3.4466699999999997,0,0,0,15.7953,27.9787,1.0
535,2012-03-19 01:30:00,20.4853,19.9513,15.0,200.683,203.65900000000002,30.8453,31.596,11.6053,12.5813,0.0,0.65,0.08,0.0,0.0,0.0,-3.4466699999999997,0,0,0,15.645999999999999,27.9867,1.0
536,2012-03-19 01:45:00,20.355999999999998,19.8207,15.0,199.861,202.357,31.3987,31.732,11.5073,14.1253,0.0,0.65,0.394667,0.0,0.0,0.0,-3.512,0,0,0,15.478,27.9333,1.0
537,2012-03-19 02:00:00,20.227999999999998,19.708,15.0,199.797,202.923,33.268,32.6293,11.524000000000001,13.8013,0.0,0.65,1.10533,0.0,0.0,0.0,-3.64267,0,0,0,15.3293,27.476,1.0
538,2012-03-19 02:15:00,20.104,19.5073,15.0,199.84,202.43200000000002,31.9867,32.1027,11.622,13.2653,0.0,0.65,0.466667,0.0,0.0,0.0,-3.18533,0,0,0,15.1447,27.7413,1.0
539,2012-03-19 02:30:00,19.9833,19.4027,15.0,200.565,203.093,31.1507,31.4467,11.6053,13.0213,0.0,0.65,0.096,0.0,0.0,0.0,-3.3160000000000003,0,0,0,14.9567,28.0253,1.0
540,2012-03-19 02:45:00,19.8527,19.28,15.0,199.81900000000002,202.101,31.8213,31.7013,11.524000000000001,12.9393,0.0,0.65,0.036000000000000004,0.0,0.0,0.0,-3.3160000000000003,0,0,0,14.784,28.268,1.0
541,2012-03-19 03:00:00,19.7167,19.1587,15.0,199.893,201.835,31.912,31.72,11.524000000000001,13.687999999999999,0.0,0.65,0.08533330000000001,0.0,0.0,0.0,-3.25067,0,0,0,14.6453,28.3133,1.0
542,2012-03-19 03:15:00,19.5907,18.9833,15.0,199.71200000000002,202.33599999999998,32.111999999999995,31.728,11.767999999999999,13.1027,0.0,0.65,0.109333,0.0,0.0,0.0,-3.38133,0,0,0,14.4833,28.4693,1.0
543,2012-03-19 03:30:00,19.456,18.8673,15.0,198.752,202.475,32.3413,31.8893,11.524000000000001,12.597999999999999,0.0,0.65,0.384,0.0,0.0,0.0,-3.3160000000000003,0,0,0,14.3047,28.564,1.0
544,2012-03-19 03:45:00,19.3327,18.7433,15.0,199.627,202.84799999999998,32.0093,31.7853,11.6867,14.1587,0.0,0.65,0.096,0.0,0.0,0.0,-3.25067,0,0,0,14.152000000000001,28.712,1.0
545,2012-03-19 04:00:00,19.2033,18.5967,15.0,199.851,202.453,31.8333,31.6227,11.5887,14.5653,0.0,0.65,0.230667,0.0,0.0,0.0,-3.3160000000000003,0,0,0,13.9987,28.796,1.0
546,2012-03-19 04:15:00,19.0613,18.472,15.0,199.22099999999998,202.27200000000002,31.988000000000003,31.5747,11.622,14.5813,0.0,0.65,0.036000000000000004,0.0,0.0,0.0,-3.5773300000000003,0,0,0,13.8247,28.996,1.0
547,2012-03-19 04:30:00,18.9253,18.305999999999997,15.0,199.2,202.05900000000003,32.46,31.6027,11.524000000000001,13.2653,0.0,0.65,0.07733330000000001,0.0,0.0,0.0,-3.18533,0,0,0,13.6627,29.1547,1.0
548,2012-03-19 04:45:00,18.8093,18.178,15.0,198.81599999999997,201.50400000000002,32.3147,31.3413,11.5887,13.184000000000001,0.0,0.65,0.212667,0.0,0.0,0.0,-3.18533,0,0,0,13.504000000000001,29.284000000000002,1.0
549,2012-03-19 05:00:00,18.6687,18.067999999999998,15.0,199.30700000000002,202.688,33.092,31.4453,11.6867,13.427999999999999,0.0,0.65,0.036000000000000004,0.0,0.0,0.0,-3.25067,0,0,0,13.2247,30.3013,1.0
550,2012-03-19 05:15:00,18.5507,17.9433,15.0,199.68,202.699,32.508,31.4293,11.6867,12.255999999999998,0.0,0.65,0.0,0.0,0.0,0.0,-3.25067,0,0,0,13.027999999999999,30.3373,1.0
551,2012-03-19 05:30:00,18.4133,17.8107,15.0,200.149,202.923,33.3027,31.3933,11.7033,14.4027,0.0,1.046,0.0,0.0,0.0,0.0,-3.18533,0,0,0,12.8633,30.971999999999998,1.0
552,2012-03-19 05:45:00,18.2613,17.676,15.0,200.22400000000002,203.701,33.7827,31.555999999999997,11.6053,13.5093,0.0,8.384,0.0,0.0,0.0,0.0,-3.18533,0,0,0,12.5387,32.5093,1.0
553,2012-03-19 06:00:00,18.1113,17.508,15.0,201.09900000000002,204.49099999999999,33.9067,31.7413,11.5887,13.1027,0.0,189.812,0.11199999999999999,0.0,0.0,0.0,-3.25067,0,0,0,12.276,33.0027,1.0
554,2012-03-19 06:15:00,17.9547,17.4167,15.0,201.312,205.15200000000002,34.0427,31.9453,11.6053,13.5907,0.0,601.408,0.189333,0.0,164.864,0.0,0.754,0,0,0,12.1333,33.288000000000004,1.0
555,2012-03-19 06:30:00,17.8193,17.284000000000002,15.0,201.13099999999997,205.44,33.5013,31.7613,14.1267,22.8213,0.0,611.925,0.08800000000000001,881.664,5941.25,1799.17,14.6713,0,0,0,12.0307,33.1227,1.0
556,2012-03-19 06:45:00,17.694000000000003,17.1513,15.0,201.451,205.32299999999998,33.4293,31.6867,21.3447,23.44,0.0,612.48,0.0,1949.7,5884.59,3275.78,28.0253,0,0,0,11.9333,33.1173,1.0
