var1(t-1),var2(t-1),var3(t-1),var4(t-1),var5(t-1),var6(t-1),var7(t-1),var8(t-1),var9(t-1),var10(t-1),var11(t-1),var12(t-1),var13(t-1),var14(t-1),var15(t-1),var16(t-1),var17(t-1),var18(t-1),var19(t-1),var20(t-1),var21(t-1),var22(t-1),var23(t-1),var1(t),var2(t),var3(t),var4(t),var5(t),var6(t),var7(t),var8(t),var9(t),var10(t),var11(t),var12(t),var13(t),var14(t),var15(t),var16(t),var17(t),var18(t),var19(t),var20(t),var21(t),var22(t),var23(t)
0.164314151,-0.051325766,-0.054650942,0.264335193,-0.36385222,-0.308208481,-0.428532239,-0.529154765,-0.653440109,-0.652903978,-0.227579398,-1.06462749,-0.158357186,-0.575384839,-0.563007006,-0.674164734,-0.734878347,0,0,0,-0.56742662,-0.378212491,1.529327652,0.164676077,-0.085678,-0.079715931,0.264335193,-0.366220153,-0.335541259,-0.422458979,-0.518223675,-0.650662597,-0.63371612,-0.227579398,-1.063906196,-0.593012924,-0.575384839,-0.563007006,-0.674164734,-0.734218814,0,0,0,-0.608608898,-0.335192669,1.529327652
0.164676077,-0.085678,-0.079715931,0.264335193,-0.366220153,-0.335541259,-0.422458979,-0.518223675,-0.650662597,-0.63371612,-0.227579398,-1.063906196,-0.593012924,-0.575384839,-0.563007006,-0.674164734,-0.734218814,0,0,0,-0.608608898,-0.335192669,1.529327652,0.165038002,-0.115578464,-0.114920364,0.264335193,-0.3575254,-0.337438392,-0.404239198,-0.516807662,-0.649233058,-0.650982829,-0.227579398,-1.04747817,-0.921444755,-0.575384839,-0.563007006,-0.674164734,-0.734658514,0,0,0,-0.656122951,-0.303442503,1.529327652
0.165038002,-0.115578464,-0.114920364,0.264335193,-0.3575254,-0.337438392,-0.404239198,-0.516807662,-0.649233058,-0.650982829,-0.227579398,-1.04747817,-0.921444755,-0.575384839,-0.563007006,-0.674164734,-0.734658514,0,0,0,-0.656122951,-0.303442503,1.529327652,0.165399928,-0.150631763,-0.16434129,0.264335193,-0.389492491,-0.324685438,-0.400185297,-0.50798074,-0.649949974,-0.647138169,-0.227579398,-0.615054827,-0.810053559,-0.575384839,-0.563007006,-0.674164734,-0.734878347,0,0,0,-0.69800018,-0.279067164,1.529327652
0.165399928,-0.150631763,-0.16434129,0.264335193,-0.389492491,-0.324685438,-0.400185297,-0.50798074,-0.649949974,-0.647138169,-0.227579398,-0.615054827,-0.810053559,-0.575384839,-0.563007006,-0.674164734,-0.734878347,0,0,0,-0.69800018,-0.279067164,1.529327652,0.165761853,-0.187788261,-0.19787945,0.264335193,-0.372916963,-0.344183756,-0.392092677,-0.498452428,-0.646455545,-0.608289846,-0.227579398,0.912507989,-0.753784052,-0.575384839,-0.519843381,-0.671972918,-0.723280459,0,0,0,-0.732155732,-0.254684143,1.529327652
0.165761853,-0.187788261,-0.19787945,0.264335193,-0.372916963,-0.344183756,-0.392092677,-0.498452428,-0.646455545,-0.608289846,-0.227579398,0.912507989,-0.753784052,-0.575384839,-0.519843381,-0.671972918,-0.723280459,0,0,0,-0.732155732,-0.254684143,1.529327652,0.166123779,-0.222140494,-0.228616856,0.264335193,-0.376061873,-0.365895397,-0.389253428,-0.493516233,-0.49079465,-0.42221016,-0.227579398,0.941884323,-0.954747315,-0.514361359,-0.242488335,-0.602492216,-0.678867462,0,0,0,-0.764226431,-0.226413974,1.529327652
0.166123779,-0.222140494,-0.228616856,0.264335193,-0.376061873,-0.365895397,-0.389253428,-0.493516233,-0.49079465,-0.42221016,-0.227579398,0.941884323,-0.954747315,-0.514361359,-0.242488335,-0.602492216,-0.678867462,0,0,0,-0.764226431,-0.226413974,1.529327652,0.166485704,-0.251339893,-0.260524197,0.264335193,-0.391860424,-0.335189938,-0.377516852,-0.488924116,-0.239573591,-0.450472079,-0.227579398,0.947267799,-0.51607288,-0.303126504,1.371653834,-0.313683104,-0.534438965,0,0,0,-0.78242385,-0.19241295,1.529327652
0.166485704,-0.251339893,-0.260524197,0.264335193,-0.391860424,-0.335189938,-0.377516852,-0.488924116,-0.239573591,-0.450472079,-0.227579398,0.947267799,-0.51607288,-0.303126504,1.371653834,-0.313683104,-0.534438965,0,0,0,-0.78242385,-0.19241295,1.529327652,0.166847629,-0.28849639,-0.287929057,0.264335193,-0.366590143,-0.350929121,-0.378321559,-0.487865415,-0.254255341,-0.437711681,-0.227579398,0.953005364,-0.371379124,-0.215871245,1.903738657,-0.068011922,-0.403469976,0,0,0,-0.77573173,-0.196714932,1.529327652
0.166847629,-0.28849639,-0.287929057,0.264335193,-0.366590143,-0.350929121,-0.378321559,-0.487865415,-0.254255341,-0.437711681,-0.227579398,0.953005364,-0.371379124,-0.215871245,1.903738657,-0.068011922,-0.403469976,0,0,0,-0.77573173,-0.196714932,1.529327652,0.167209555,-0.307670545,-0.318418294,0.264335193,-0.367404119,-0.353528896,-0.374282841,-0.493873545,-0.242295296,-0.408629789,-0.227579398,0.955942997,0.316490688,-0.161815197,2.302771247,0.202980732,-0.242785353,0,0,0,-0.747599087,-0.191590964,1.529327652
0.167209555,-0.307670545,-0.318418294,0.264335193,-0.367404119,-0.353528896,-0.374282841,-0.493873545,-0.242295296,-0.408629789,-0.227579398,0.955942997,0.316490688,-0.161815197,2.302771247,0.202980732,-0.242785353,0,0,0,-0.747599087,-0.191590964,1.529327652,0.16757148,-0.323093996,-0.334974659,0.264335193,-0.362668254,-0.359536486,-0.375892255,-0.499511129,-0.243007919,-0.408629789,-0.227579398,0.959437994,-0.17673157,-0.113547428,2.585695134,0.477602971,-0.065297125,0,0,0,-0.694576903,-0.27865233,1.529327652
0.16757148,-0.323093996,-0.334974659,0.264335193,-0.362668254,-0.359536486,-0.375892255,-0.499511129,-0.243007919,-0.408629789,-0.227579398,0.959437994,-0.17673157,-0.113547428,2.585695134,0.477602971,-0.065297125,0,0,0,-0.694576903,-0.27865233,1.529327652,0.167933406,-0.332453227,-0.346319492,0.264335193,-0.370956018,-0.342286623,-0.373068189,-0.501985844,-0.247300828,-0.216153363,-0.227579398,0.963214951,0.51802842,-0.066870609,2.829206694,0.750892018,0.125152933,0,0,0,-0.602946335,-0.402595512,1.529327652
0.167933406,-0.332453227,-0.346319492,0.264335193,-0.370956018,-0.342286623,-0.373068189,-0.501985844,-0.247300828,-0.216153363,-0.227579398,0.963214951,0.51802842,-0.066870609,2.829206694,0.750892018,0.125152933,0,0,0,-0.602946335,-0.402595512,1.529327652,0.168295331,-0.321691864,-0.344901388,0.264335193,-0.354750479,-0.358025806,-0.375497493,-0.512572856,-0.240260457,0.100084746,-0.227579398,0.965595221,0.12012059,-0.02545201,2.952592013,0.989777987,0.2958574,0,0,0,-0.498446304,-0.451146455,1.529327652
0.168295331,-0.321691864,-0.344901388,0.264335193,-0.354750479,-0.358025806,-0.375497493,-0.512572856,-0.240260457,0.100084746,-0.227579398,0.965595221,0.12012059,-0.02545201,2.952592013,0.989777987,0.2958574,0,0,0,-0.498446304,-0.451146455,1.529327652,0.168657257,-0.308616984,-0.325508815,0.264335193,-0.340172894,-0.370040986,-0.378321559,-0.526335973,-0.06345269,0.310614772,-0.227579398,0.967552551,1.053739828,0.005766027,3.007697564,1.209461101,0.464697679,0,0,0,-0.388952922,-0.480645762,1.529327652
0.168657257,-0.308616984,-0.325508815,0.264335193,-0.340172894,-0.370040986,-0.378321559,-0.526335973,-0.06345269,0.310614772,-0.227579398,0.967552551,1.053739828,0.005766027,3.007697564,1.209461101,0.464697679,0,0,0,-0.388952922,-0.480645762,1.529327652,0.169019182,-0.28499106,-0.300479278,0.264335193,-0.358302378,-0.37077876,-0.392502622,-0.546093986,0.221570738,0.950336059,-0.227579398,0.967273869,1.390213101,0.035585723,3.027904771,1.407852895,0.631243054,0,0,0,-0.278455722,-0.498260843,1.529327652
0.169019182,-0.28499106,-0.300479278,0.264335193,-0.358302378,-0.37077876,-0.392502622,-0.546093986,0.221570738,0.950336059,-0.227579398,0.967273869,1.390213101,0.035585723,3.027904771,1.407852895,0.631243054,0,0,0,-0.278455722,-0.498260843,1.529327652,0.169381107,-0.238966078,-0.267153833,0.264335193,-0.312534679,-0.333679257,-0.415581012,-0.582804453,0.630599147,1.281792124,-0.227579398,0.968532855,0.87574067,0.095729751,3.022255395,1.596056168,0.797569707,0,0,0,-0.176529584,-0.528167302,1.529327652
0.169381107,-0.238966078,-0.267153833,0.264335193,-0.312534679,-0.333679257,-0.415581012,-0.582804453,0.630599147,1.281792124,-0.227579398,0.968532855,0.87574067,0.095729751,3.022255395,1.596056168,0.797569707,0,0,0,-0.176529584,-0.528167302,1.529327652,0.169743033,-0.195254614,-0.19529141,0.264335193,-0.307798814,-0.341935302,-0.437034804,-0.624437881,0.734770887,1.71519668,-0.227579398,0.970070522,1.25872265,0.111531378,3.076607083,1.758794254,0.949252049,0,0,0,-0.07975123,-0.556237736,1.529327652
0.169743033,-0.195254614,-0.19529141,0.264335193,-0.307798814,-0.341935302,-0.437034804,-0.624437881,0.734770887,1.71519668,-0.227579398,0.970070522,1.25872265,0.111531378,3.076607083,1.758794254,0.949252049,0,0,0,-0.07975123,-0.556237736,1.529327652,0.170104958,-0.139660081,-0.126974248,0.264335193,-0.301102004,-0.349031987,-0.443108064,-0.658673634,1.050960837,1.679916542,-0.227579398,0.970909846,0.807992986,0.054099282,3.058532756,1.898901712,1.082918392,0,0,0,0.025263579,-0.599257559,1.529327652
0.170104958,-0.139660081,-0.126974248,0.264335193,-0.301102004,-0.349031987,-0.443108064,-0.658673634,1.050960837,1.679916542,-0.227579398,0.970909846,0.807992986,0.054099282,3.058532756,1.898901712,1.082918392,0,0,0,0.025263579,-0.599257559,1.529327652,0.170466884,-0.072568066,-0.055147278,0.264335193,-0.30583787,-0.330693028,-0.460113193,-0.68901866,1.065728445,1.887367532,-0.227579398,0.972588494,0.685692311,0.011813943,2.929746284,2.048362919,1.223045459,0,0,0,0.128734053,-0.614206948,1.529327652
0.170466884,-0.072568066,-0.055147278,0.264335193,-0.30583787,-0.330693028,-0.460113193,-0.68901866,1.065728445,1.887367532,-0.227579398,0.972588494,0.685692311,0.011813943,2.929746284,2.048362919,1.223045459,0,0,0,0.128734053,-0.614206948,1.529327652,0.170828809,-0.001304708,0.023344781,0.264335193,-0.27979061,-0.331430802,-0.44067876,-0.709848607,0.730881511,1.938716319,-0.227579398,0.973149136,0.982538442,-0.096952253,2.384326359,1.823273651,1.044530918,0,0,0,0.230325585,-0.694308321,1.529327652
0.170828809,-0.001304708,0.023344781,0.264335193,-0.27979061,-0.331430802,-0.44067876,-0.709848607,0.730881511,1.938716319,-0.227579398,0.973149136,0.982538442,-0.096952253,2.384326359,1.823273651,1.044530918,0,0,0,0.230325585,-0.694308321,1.529327652,0.171190735,0.079773573,0.1060557,0.264335193,-0.285303454,-0.314567392,-0.46983041,-0.748305932,1.734220299,2.087800302,-0.227579398,0.975385147,1.035368889,-0.12233039,2.242958648,2.013794721,1.287363322,0,0,0,0.310965633,-0.764776327,1.529327652
0.171190735,0.079773573,0.1060557,0.264335193,-0.285303454,-0.314567392,-0.46983041,-0.748305932,1.734220299,2.087800302,-0.227579398,0.975385147,1.035368889,-0.12233039,2.242958648,2.013794721,1.287363322,0,0,0,0.310965633,-0.764776327,1.529327652,0.17155266,0.164146865,0.18947567,0.264335193,-0.249377475,-0.304449345,-0.488460136,-0.775832165,2.301742924,2.390079953,-0.227579398,0.977903119,0.480132437,-0.129298977,2.103314709,2.245250286,1.573933488,0,0,0,0.41101283,-0.822960637,1.529327652
0.17155266,0.164146865,0.18947567,0.264335193,-0.249377475,-0.304449345,-0.488460136,-0.775832165,2.301742924,2.390079953,-0.227579398,0.977903119,0.480132437,-0.129298977,2.103314709,2.245250286,1.573933488,0,0,0,0.41101283,-0.822960637,1.529327652,0.171914586,0.250132608,0.279064394,0.264335193,-0.256111283,-0.298090434,-0.523685046,-0.831413983,2.343869244,2.402438635,-0.227579398,0.978044099,1.352885557,-0.157989986,1.592885062,2.245751762,1.667398642,0,0,0,0.509850297,-0.924979074,1.529327652
0.171914586,0.250132608,0.279064394,0.264335193,-0.256111283,-0.298090434,-0.523685046,-0.831413983,2.343869244,2.402438635,-0.227579398,0.978044099,1.352885557,-0.157989986,1.592885062,2.245751762,1.667398642,0,0,0,0.509850297,-0.924979074,1.529327652,0.172276511,0.345477582,0.379749781,0.264335193,-0.239535755,-0.275957208,-0.613569299,-0.857180125,2.340434916,2.399154014,-0.227579398,0.978185079,0.369312522,-0.18107993,1.034690836,2.245250286,1.751102044,0,0,0,0.617953777,-0.983562854,1.529327652
0.172276511,0.345477582,0.379749781,0.264335193,-0.239535755,-0.275957208,-0.613569299,-0.857180125,2.340434916,2.399154014,-0.227579398,0.978185079,0.369312522,-0.18107993,1.034690836,2.245250286,1.751102044,0,0,0,0.617953777,-0.983562854,1.529327652,0.172638436,0.434512963,0.479974285,0.264335193,-0.23161798,-0.281227024,-0.669838056,-0.914349995,2.33688468,2.413781211,-0.227579398,0.980142408,0.296397204,-0.200132409,0.577100554,2.247256189,1.829633502,0,0,0,0.718850359,-1.031706645,1.529327652
0.172638436,0.434512963,0.479974285,0.264335193,-0.23161798,-0.281227024,-0.669838056,-0.914349995,2.33688468,2.413781211,-0.227579398,0.980142408,0.296397204,-0.200132409,0.577100554,2.247256189,1.829633502,0,0,0,0.718850359,-1.031706645,1.529327652,0.173000362,0.527754739,0.58704114,0.264335193,-0.242680665,-0.261728706,-0.734821942,-0.964810345,2.336086199,2.388071372,-0.227579398,0.979722746,0.642628693,-0.220289306,0.283663954,2.246586535,1.883331548,0,0,0,0.82643906,-1.080465005,1.529327652
0.173000362,0.527754739,0.58704114,0.264335193,-0.242680665,-0.261728706,-0.734821942,-0.964810345,2.336086199,2.388071372,-0.227579398,0.979722746,0.642628693,-0.220289306,0.283663954,2.246586535,1.883331548,0,0,0,0.82643906,-1.080465005,1.529327652,0.173362287,0.619839757,0.678969735,0.264335193,-0.234799889,-0.262852933,-0.770654178,-0.993395279,2.343753335,2.380131569,-0.227579398,0.979581766,0.911345669,-0.228573026,0.141671088,2.246586535,1.937170923,0,0,0,0.926975297,-1.132703361,1.529327652
0.173362287,0.619839757,0.678969735,0.264335193,-0.234799889,-0.262852933,-0.770654178,-0.993395279,2.343753335,2.380131569,-0.227579398,0.979581766,0.911345669,-0.228573026,0.141671088,2.246586535,1.937170923,0,0,0,0.926975297,-1.132703361,1.529327652,0.173724213,0.71613117,0.773982706,0.264335193,-0.227696091,-0.26998475,-0.793945132,-0.996399344,2.551989492,2.400548205,-0.227579398,0.978185079,0.848179954,-0.213938608,0.039242243,2.245919939,1.974784456,0,0,0,1.029416213,-1.192723696,1.529327652
0.173724213,0.71613117,0.773982706,0.264335193,-0.227696091,-0.26998475,-0.793945132,-0.996399344,2.551989492,2.400548205,-0.227579398,0.978185079,0.848179954,-0.213938608,0.039242243,2.245919939,1.974784456,0,0,0,1.029416213,-1.192723696,1.529327652,0.174086138,0.810074012,0.857650845,0.264335193,-0.196912966,-0.24110616,-0.796769198,-1.024097617,3.603795228,2.400548205,-0.227579398,0.978044099,1.232884479,-0.148035962,-0.068831382,2.245919939,2.001488786,0,0,0,1.121741733,-1.245476753,1.529327652
0.174086138,0.810074012,0.857650845,0.264335193,-0.196912966,-0.24110616,-0.796769198,-1.024097617,3.603795228,2.400548205,-0.227579398,0.978044099,1.232884479,-0.148035962,-0.068831382,2.245919939,2.001488786,0,0,0,1.121741733,-1.245476753,1.529327652,0.174448064,0.912429646,0.964008649,0.264335193,-0.20875263,-0.213386929,-1.02633844,-1.090266447,2.533787556,2.406219494,-0.227579398,0.977903119,0.998618397,-0.026002871,-0.110283278,2.24474881,2.003787054,0,0,0,1.220244595,-1.333152689,1.529327652
0.174448064,0.912429646,0.964008649,0.264335193,-0.20875263,-0.213386929,-1.02633844,-1.090266447,2.533787556,2.406219494,-0.227579398,0.977903119,0.998618397,-0.026002871,-0.110283278,2.24474881,2.003787054,0,0,0,1.220244595,-1.333152689,1.529327652,0.174809989,0.995611126,1.0519311,0.264335193,-0.206384697,-0.214124703,-0.99497005,-1.126976914,2.322348889,2.41567164,-0.227579398,0.978044099,0.871150088,0.168651447,-0.104352122,2.246253237,1.993735916,0,0,0,1.317022948,-1.394916863,1.529327652
0.174809989,0.995611126,1.0519311,0.264335193,-0.206384697,-0.214124703,-0.99497005,-1.126976914,2.322348889,2.41567164,-0.227579398,0.978044099,0.871150088,0.168651447,-0.104352122,2.246253237,1.993735916,0,0,0,1.317022948,-1.394916863,1.529327652,0.175171915,1.081141176,1.137478226,0.264335193,-0.215856428,-0.208890019,-1.146801559,-1.153087135,2.336086199,1.798517353,-0.227579398,0.976926093,1.802469729,0.477726956,-0.127087529,2.24458369,1.984690901,0,0,0,1.41001768,-1.486487628,1.529327652
0.175171915,1.081141176,1.137478226,0.264335193,-0.215856428,-0.208890019,-1.146801559,-1.153087135,2.336086199,1.798517353,-0.227579398,0.976926093,1.802469729,0.477726956,-0.127087529,2.24458369,1.984690901,0,0,0,1.41001768,-1.486487628,1.529327652,0.17553384,1.158714128,1.207922545,0.264335193,-0.205200731,-0.218621612,-1.115827931,-1.140554758,2.326581698,1.725404998,-0.227579398,0.976506431,1.355185154,0.894224252,-0.153117409,2.24474881,1.947218696,0,0,0,1.503012412,-1.555526761,1.529327652
0.17553384,1.158714128,1.207922545,0.264335193,-0.205200731,-0.218621612,-1.115827931,-1.140554758,2.326581698,1.725404998,-0.227579398,0.976506431,1.355185154,0.894224252,-0.153117409,2.24474881,1.947218696,0,0,0,1.503012412,-1.555526761,1.529327652,0.175895765,1.235831386,1.272198111,0.264335193,-0.199650889,-0.213000476,-1.16198471,-1.224549472,2.325783216,1.723396417,-0.227579398,0.975667107,1.972433217,1.40797359,-0.15443529,2.236067774,1.921951205,0,0,0,1.601849879,-1.763558333,1.529327652
0.175895765,1.235831386,1.272198111,0.264335193,-0.199650889,-0.213000476,-1.16198471,-1.224549472,2.325783216,1.723396417,-0.227579398,0.975667107,1.972433217,1.40797359,-0.15443529,2.236067774,1.921951205,0,0,0,1.601849879,-1.763558333,1.529327652,0.176257691,1.315297216,1.341224325,0.264335193,-0.183889337,-0.213386929,-1.256317626,-1.233905744,2.318914561,1.705744533,-0.227579398,0.972309812,1.81338205,1.911414504,-0.144550491,2.116163064,1.847582204,0,0,0,1.696569119,-1.70281588,1.529327652
0.176257691,1.315297216,1.341224325,0.264335193,-0.183889337,-0.213386929,-1.256317626,-1.233905744,2.318914561,1.705744533,-0.227579398,0.972309812,1.81338205,1.911414504,-0.144550491,2.116163064,1.847582204,0,0,0,1.696569119,-1.70281588,1.529327652,0.176619616,1.386350254,1.401245579,0.264335193,-0.180707427,-0.192413062,-1.428388275,-1.244836835,2.319713043,1.668195881,-0.227579398,0.97174917,1.750793387,2.306401248,-0.142903024,1.980397653,1.779098519,0,0,0,1.792317915,-1.801661604,1.529327652
0.176619616,1.386350254,1.401245579,0.264335193,-0.180707427,-0.192413062,-1.428388275,-1.244836835,2.319713043,1.668195881,-0.227579398,0.97174917,1.750793387,2.306401248,-0.142903024,1.980397653,1.779098519,0,0,0,1.792317915,-1.801661604,1.529327652,0.176981542,1.453161842,1.453254545,0.264335193,-0.195729,-0.196909971,-1.516663115,-1.255953199,2.329217544,1.005411355,-0.227579398,0.971188528,2.203822649,2.632071932,-0.138948921,1.827930649,1.688217655,0,0,0,1.896663512,-1.858609095,1.529327652
0.176981542,1.453161842,1.453254545,0.264335193,-0.195729,-0.196909971,-1.516663115,-1.255953199,2.329217544,1.005411355,-0.227579398,0.971188528,2.203822649,2.632071932,-0.138948921,1.827930649,1.688217655,0,0,0,1.896663512,-1.858609095,1.529327652,0.177343467,1.505040725,1.501009199,0.264335193,-0.186627259,-0.2104007,-1.556534069,-1.269716315,1.284035768,0.989531749,-0.227579398,0.969090218,2.969209557,2.890418132,-0.133677395,1.661101255,1.586279529,0,0,0,1.975579053,-1.998323651,1.529327652
0.177343467,1.505040725,1.501009199,0.264335193,-0.186627259,-0.2104007,-1.556534069,-1.269716315,1.284035768,0.989531749,-0.227579398,0.969090218,2.969209557,2.890418132,-0.133677395,1.661101255,1.586279529,0,0,0,1.975579053,-1.998323651,1.529327652,0.177705393,1.556919608,1.544474088,0.264335193,-0.157842077,-0.20439311,-1.632859769,-1.235136484,1.047410601,0.746108252,-0.227579398,0.967552551,3.13457385,2.984877346,-0.124451306,1.460871735,1.473146178,0,0,0,1.974909841,-2.203074961,1.529327652
0.177705393,1.556919608,1.544474088,0.264335193,-0.157842077,-0.20439311,-1.632859769,-1.235136484,1.047410601,0.746108252,-0.227579398,0.967552551,3.13457385,2.984877346,-0.124451306,1.460871735,1.473146178,0,0,0,1.974909841,-2.203074961,1.529327652,0.178067318,1.608342799,1.572836169,0.264335193,-0.194915023,-0.24862443,-2.000899346,-1.471584183,1.043860365,0.287048207,-0.227579398,0.967411571,3.139164432,3.053885232,-0.11291904,1.252630832,1.361375637,0,0,0,1.997560094,-2.260022451,1.529327652
0.178067318,1.608342799,1.572836169,0.264335193,-0.194915023,-0.24862443,-2.000899346,-1.471584183,1.043860365,0.287048207,-0.227579398,0.967411571,3.139164432,3.053885232,-0.11291904,1.252630832,1.361375637,0,0,0,1.997560094,-2.260022451,1.529327652,0.178429244,1.648548933,1.610664095,0.264335193,-0.21189754,-0.220870067,-2.149496844,-1.525577949,0.625619372,0.141799432,-0.227579398,0.967411571,2.354261092,3.04104978,-0.117202729,1.020588174,1.225700413,0,0,0,2.025358131,-2.141003502,1.529327652
0.178429244,1.648548933,1.610664095,0.264335193,-0.21189754,-0.220870067,-2.149496844,-1.525577949,0.625619372,0.141799432,-0.227579398,0.967411571,2.354261092,3.04104978,-0.117202729,1.020588174,1.225700413,0,0,0,2.025358131,-2.141003502,1.529327652,0.178791169,1.688264321,1.630056667,0.264335193,-0.187441236,-0.21524893,-2.145442943,-1.499282455,0.630654955,0.001435054,-0.227579398,0.966014883,2.956574691,2.946590566,-0.145538787,0.769596455,1.077389761,0,0,0,2.044559369,-2.270270388,1.529327652
0.178791169,1.688264321,1.630056667,0.264335193,-0.187441236,-0.21524893,-2.145442943,-1.499282455,0.630654955,0.001435054,-0.227579398,0.966014883,2.956574691,2.946590566,-0.145538787,0.769596455,1.077389761,0,0,0,2.044559369,-2.270270388,1.529327652,0.179153094,1.708349862,1.641862384,0.264335193,-0.171642685,-0.198771973,-2.218322067,-1.657730337,0.184591616,-0.190883048,-0.227579398,0.964893599,1.991949648,2.941752233,-0.180135585,0.509874776,0.925852111,0,0,0,1.991022407,-2.449209804,1.529327652
0.179153094,1.708349862,1.641862384,0.264335193,-0.171642685,-0.198771973,-2.218322067,-1.657730337,0.184591616,-0.190883048,-0.227579398,0.964893599,1.991949648,2.941752233,-0.180135585,0.509874776,0.925852111,0,0,0,1.991022407,-2.449209804,1.529327652,0.17951502,1.727524016,1.657461528,0.264335193,-0.220185305,-0.196523518,-2.268320183,-1.846179166,-0.115912043,-0.421784814,-0.227579398,0.964473937,3.133996798,2.923446692,-0.201223526,0.264350368,0.764764703,0,0,0,1.936816233,-2.53361316,1.529327652
0.17951502,1.727524016,1.657461528,0.264335193,-0.220185305,-0.196523518,-2.268320183,-1.846179166,-0.115912043,-0.421784814,-0.227579398,0.964473937,3.133996798,2.923446692,-0.201223526,0.264350368,0.764764703,0,0,0,1.936816233,-2.53361316,1.529327652,0.179876945,1.749958128,1.66171584,0.264335193,-0.184259326,-0.20439311,-2.233915163,-1.80666314,-0.261209855,-0.417545526,-0.227579398,0.963355932,3.194862915,2.793643761,-0.216709436,0.044710063,0.599080757,0,0,0,1.853061775,-2.55460837,1.529327652
0.179876945,1.749958128,1.66171584,0.264335193,-0.184259326,-0.20439311,-2.233915163,-1.80666314,-0.261209855,-0.417545526,-0.227579398,0.963355932,3.194862915,2.793643761,-0.216709436,0.044710063,0.599080757,0,0,0,1.853061775,-2.55460837,1.529327652,0.180238871,1.749958128,1.658879632,0.264335193,-0.220185305,-0.219008066,-2.473808947,-1.975168684,-0.250765206,-0.411370911,-0.227579398,0.963214951,2.815903077,2.792800134,-0.222969717,-0.11880164,0.427440831,0,0,0,1.788560032,-2.550920956,1.529327652
0.180238871,1.749958128,1.658879632,0.264335193,-0.220185305,-0.219008066,-2.473808947,-1.975168684,-0.250765206,-0.411370911,-0.227579398,0.963214951,2.815903077,2.792800134,-0.222969717,-0.11880164,0.427440831,0,0,0,1.788560032,-2.550920956,1.529327652,0.180600796,1.747153864,1.651789112,0.264335193,-0.220962283,-0.22125652,-2.528665672,-2.022280891,-0.257719719,-0.413703228,-0.227579398,0.961398602,2.730352893,2.556650173,-0.235161153,-0.238703292,0.258529889,0,0,0,1.727121221,-2.507493982,1.529327652
0.180600796,1.747153864,1.651789112,0.264335193,-0.220962283,-0.22125652,-2.528665672,-2.022280891,-0.257719719,-0.413703228,-0.227579398,0.961398602,2.730352893,2.556650173,-0.235161153,-0.238703292,0.258529889,0,0,0,1.727121221,-2.507493982,1.529327652,0.180962722,1.727524016,1.649413788,0.264335193,-0.229250047,-0.214511156,-2.572195765,-2.164848253,-0.247275071,-0.447319788,-0.227579398,0.961257622,2.573024271,2.435996161,-0.249000057,-0.322669918,0.0918802,0,0,0,1.672554703,-2.463444756,1.529327652
0.180962722,1.727524016,1.649413788,0.264335193,-0.229250047,-0.214511156,-2.572195765,-2.164848253,-0.247275071,-0.447319788,-0.227579398,0.961257622,2.573024271,2.435996161,-0.249000057,-0.322669918,0.0918802,0,0,0,1.672554703,-2.463444756,1.529327652,0.181324647,1.709296301,1.633814643,0.264335193,-0.248193509,-0.214897609,-2.598918111,-2.274079758,-0.25774977,-0.426463626,-0.227579398,0.959578974,2.303161803,2.110645207,-0.276018233,-0.385064215,-0.074628161,0,0,0,1.618683135,-2.496224324,1.529327652
0.181324647,1.709296301,1.633814643,0.264335193,-0.248193509,-0.214897609,-2.598918111,-2.274079758,-0.25774977,-0.426463626,-0.227579398,0.959578974,2.303161803,2.110645207,-0.276018233,-0.385064215,-0.074628161,0,0,0,1.618683135,-2.496224324,1.529327652,0.181686573,1.685460057,1.613500303,0.264335193,-0.219778316,-0.243003293,-2.626855108,-2.345886173,-0.249992482,-0.4183655,-0.227579398,0.959018332,2.011474693,1.707345467,-0.326760112,-0.434599327,-0.250430544,0,0,0,1.554490259,-2.509844708,1.529327652
0.181686573,1.685460057,1.613500303,0.264335193,-0.219778316,-0.243003293,-2.626855108,-2.345886173,-0.249992482,-0.4183655,-0.227579398,0.959018332,2.011474693,1.707345467,-0.326760112,-0.434599327,-0.250430544,0,0,0,1.554490259,-2.509844708,1.529327652,0.182048498,1.657873111,1.596483054,0.264335193,-0.230064024,-0.262852933,-2.65418478,-2.336185822,-0.246558155,-0.417956694,-0.227579398,0.955523335,2.3531156,-0.452509662,-0.445707292,-0.608410243,-0.628931442,0,0,0,1.495805513,-2.495202604,1.529327652
0.182048498,1.657873111,1.596483054,0.264335193,-0.230064024,-0.262852933,-2.65418478,-2.336185822,-0.246558155,-0.417956694,-0.227579398,0.955523335,2.3531156,-0.452509662,-0.445707292,-0.608410243,-0.628931442,0,0,0,1.495805513,-2.495202604,1.529327652,0.182410423,1.627516953,1.568120973,0.264335193,-0.236760834,-0.270336071,-2.658223498,-2.264895525,-0.265477007,-0.416033182,-0.227579398,0.953143066,2.078076884,-0.48536834,-0.476350447,-0.623314472,-0.661824944,0,0,0,1.43130377,-2.478194409,1.529327652
